Case ID,Activity,Complete Timestamp,Resource
Case3815,Take in charge ticket,2010-09-13 09:01:56+00:00,Value 2
Case3815,Resolve ticket,2010-09-13 09:02:02+00:00,Value 2
Case3815,Closed,2010-10-09 10:40:22+00:00,Value 5
Case3816,Assign seriousness,2011-07-13 10:23:04+00:00,Value 13
Case3816,Take in charge ticket,2011-07-13 10:23:18+00:00,Value 13
Case3816,Wait,2011-07-21 09:51:17+00:00,Value 13
Case3816,Resolve ticket,2011-07-22 09:26:30+00:00,Value 13
Case3816,Closed,2011-08-16 10:00:29+00:00,Value 5
Case3817,Assign seriousness,2010-12-29 11:50:28+00:00,Value 8
Case3817,Take in charge ticket,2011-01-13 13:41:37+00:00,Value 2
Case3817,Resolve ticket,2011-01-27 10:24:41+00:00,Value 2
Case3817,Closed,2011-02-11 10:24:55+00:00,Value 5
Case3818,Assign seriousness,2013-06-14 14:41:32+00:00,Value 14
Case3818,Take in charge ticket,2013-06-18 11:00:19+00:00,Value 16
Case3818,Resolve ticket,2013-07-02 15:00:03+00:00,Value 16
Case3818,Closed,2013-07-17 15:00:17+00:00,Value 3
Case3819,Assign seriousness,2013-03-18 15:54:19+00:00,Value 4
Case3819,Take in charge ticket,2013-03-25 11:15:23+00:00,Value 2
Case3819,Wait,2013-03-25 11:22:16+00:00,Value 2
Case3819,Resolve ticket,2013-04-19 15:55:03+00:00,Value 14
Case3819,Closed,2013-05-04 15:55:20+00:00,Value 3
Case3820,Assign seriousness,2012-03-15 13:22:51+00:00,Value 1
Case3820,Take in charge ticket,2012-03-15 13:23:01+00:00,Value 1
Case3820,Resolve ticket,2012-03-15 14:16:11+00:00,Value 1
Case3820,Resolve ticket,2012-03-15 14:16:11+00:00,Value 1
Case3820,Closed,2012-04-17 12:30:20+00:00,Value 5
Case3821,Assign seriousness,2012-02-15 09:35:36+00:00,Value 9
Case3821,Take in charge ticket,2012-02-27 09:09:08+00:00,Value 12
Case3821,Resolve ticket,2012-02-27 09:17:02+00:00,Value 12
Case3821,Closed,2012-03-30 08:40:43+00:00,Value 5
Case3822,Assign seriousness,2013-08-30 08:32:16+00:00,Value 1
Case3822,Take in charge ticket,2013-09-03 07:13:18+00:00,Value 2
Case3822,Wait,2013-09-03 15:00:29+00:00,Value 14
Case3822,Resolve ticket,2013-09-16 10:39:08+00:00,Value 14
Case3822,Closed,2013-10-01 10:39:26+00:00,Value 3
Case3823,Assign seriousness,2011-04-15 15:50:07+00:00,Value 9
Case3823,Take in charge ticket,2011-04-15 15:50:18+00:00,Value 9
Case3823,Resolve ticket,2011-04-20 07:57:08+00:00,Value 9
Case3823,Closed,2011-05-29 16:02:47+00:00,Value 5
Case3824,Assign seriousness,2011-03-09 15:28:11+00:00,Value 8
Case3824,Assign seriousness,2011-03-09 15:28:30+00:00,Value 8
Case3824,Assign seriousness,2011-03-09 15:45:56+00:00,Value 2
Case3824,Take in charge ticket,2011-03-09 15:46:05+00:00,Value 2
Case3824,Wait,2011-03-09 16:55:20+00:00,Value 2
Case3824,Take in charge ticket,2011-04-20 09:37:21+00:00,Value 2
Case3824,Resolve ticket,2011-04-20 09:37:30+00:00,Value 2
Case3824,Closed,2011-05-05 09:37:43+00:00,Value 5
Case3825,Assign seriousness,2012-06-13 15:01:29+00:00,Value 4
Case3825,Take in charge ticket,2012-06-14 13:51:11+00:00,Value 9
Case3825,Resolve ticket,2012-06-14 15:50:50+00:00,Value 9
Case3825,Closed,2012-07-21 15:10:13+00:00,Value 5
Case3826,Assign seriousness,2011-06-17 13:30:49+00:00,Value 2
Case3826,Assign seriousness,2011-06-17 13:31:01+00:00,Value 2
Case3826,Take in charge ticket,2011-06-17 13:36:06+00:00,Value 12
Case3826,Resolve ticket,2011-06-17 13:38:29+00:00,Value 12
Case3826,Closed,2011-07-22 13:40:27+00:00,Value 5
Case3827,Assign seriousness,2010-11-17 10:23:03+00:00,Value 2
Case3827,Take in charge ticket,2010-11-18 11:15:28+00:00,Value 11
Case3827,Resolve ticket,2010-11-18 11:52:25+00:00,Value 11
Case3827,Closed,2010-12-18 10:30:20+00:00,Value 5
Case3828,Assign seriousness,2012-02-24 12:05:33+00:00,Value 1
Case3828,Take in charge ticket,2012-02-24 12:05:56+00:00,Value 1
Case3828,Wait,2012-03-01 11:11:05+00:00,Value 1
Case3828,Take in charge ticket,2012-03-05 08:16:38+00:00,Value 1
Case3828,Wait,2012-03-05 08:19:49+00:00,Value 1
Case3828,Resolve ticket,2012-03-05 11:59:06+00:00,Value 1
Case3828,Closed,2012-04-04 10:59:18+00:00,Value 5
Case3829,Assign seriousness,2012-01-16 11:52:38+00:00,Value 1
Case3829,Take in charge ticket,2012-01-23 11:43:06+00:00,Value 10
Case3829,Resolve ticket,2012-01-24 13:07:44+00:00,Value 4
Case3829,Closed,2012-02-23 13:08:10+00:00,Value 5
Case3830,Assign seriousness,2011-10-24 15:18:05+00:00,Value 1
Case3830,Take in charge ticket,2011-10-25 07:09:32+00:00,Value 2
Case3830,Resolve ticket,2011-11-07 08:20:27+00:00,Value 2
Case3830,Closed,2011-11-24 16:20:15+00:00,Value 5
Case3831,Assign seriousness,2011-08-09 11:06:25+00:00,Value 12
Case3831,Take in charge ticket,2011-08-09 11:06:35+00:00,Value 12
Case3831,Resolve ticket,2011-08-09 12:30:51+00:00,Value 12
Case3831,Closed,2011-09-22 11:00:30+00:00,Value 5
Case3832,Assign seriousness,2013-03-19 14:02:46+00:00,Value 1
Case3832,Take in charge ticket,2013-04-04 07:44:27+00:00,Value 9
Case3832,Wait,2013-04-08 13:21:22+00:00,Value 9
Case3832,Wait,2013-04-11 09:43:29+00:00,Value 9
Case3832,Resolve ticket,2013-04-11 09:44:06+00:00,Value 9
Case3832,Take in charge ticket,2013-04-17 10:57:36+00:00,Value 1
Case3832,Resolve ticket,2013-04-17 15:10:24+00:00,Value 1
Case3832,Closed,2013-05-02 15:10:38+00:00,Value 3
Case3833,Assign seriousness,2011-03-14 09:33:01+00:00,Value 8
Case3833,Assign seriousness,2011-03-14 09:38:11+00:00,Value 8
Case3833,Take in charge ticket,2011-03-14 10:34:20+00:00,Value 2
Case3833,Resolve ticket,2011-03-14 10:34:26+00:00,Value 2
Case3833,Closed,2011-04-14 08:40:22+00:00,Value 5
Case3834,Assign seriousness,2011-12-28 08:13:11+00:00,Value 1
Case3834,Take in charge ticket,2012-01-05 10:07:38+00:00,Value 2
Case3834,Resolve ticket,2012-01-27 09:47:15+00:00,Value 2
Case3834,Closed,2012-02-11 09:47:23+00:00,Value 5
Case3835,Assign seriousness,2010-10-25 16:15:56+00:00,Value 9
Case3835,Assign seriousness,2010-10-29 13:42:00+00:00,Value 19
Case3835,Take in charge ticket,2010-10-29 13:43:44+00:00,Value 12
Case3835,Resolve ticket,2010-11-04 08:48:02+00:00,Value 2
Case3835,Take in charge ticket,2010-11-04 09:27:27+00:00,Value 2
Case3835,Wait,2010-11-04 15:47:22+00:00,Value 2
Case3835,Take in charge ticket,2010-11-15 13:59:53+00:00,Value 2
Case3835,Resolve ticket,2010-11-15 16:03:22+00:00,Value 2
Case3835,Take in charge ticket,2010-11-16 11:05:52+00:00,Value 2
Case3835,Wait,2010-11-16 11:05:59+00:00,Value 2
Case3835,Take in charge ticket,2010-11-18 09:51:21+00:00,Value 2
Case3835,Resolve ticket,2010-11-19 16:26:13+00:00,Value 2
Case3835,Closed,2010-12-04 16:26:35+00:00,Value 5
Case3836,Assign seriousness,2011-03-10 11:43:24+00:00,Value 8
Case3836,Take in charge ticket,2011-03-10 11:44:08+00:00,Value 8
Case3836,Resolve ticket,2011-03-10 15:41:57+00:00,Value 16
Case3836,Closed,2011-04-12 10:52:18+00:00,Value 5
Case3837,Assign seriousness,2010-05-04 07:07:55+00:00,Value 2
Case3837,Wait,2010-05-07 14:58:36+00:00,Value 12
Case3837,Take in charge ticket,2010-05-19 16:51:06+00:00,Value 2
Case3837,Resolve ticket,2010-05-28 08:17:28+00:00,Value 2
Case3837,Closed,2010-06-27 08:17:48+00:00,Value 5
Case3838,Assign seriousness,2011-04-05 12:46:10+00:00,Value 8
Case3838,Take in charge ticket,2011-04-05 12:46:34+00:00,Value 8
Case3838,Resolve ticket,2011-04-05 13:28:45+00:00,Value 8
Case3838,Closed,2011-05-08 12:50:17+00:00,Value 5
Case3839,Create SW anomaly,2011-10-26 09:00:07+00:00,Value 13
Case3839,Resolve SW anomaly,2011-10-27 08:06:22+00:00,Value 13
Case3839,Resolve ticket,2011-11-29 16:45:06+00:00,Value 2
Case3839,Closed,2011-12-22 08:50:35+00:00,Value 5
Case3840,Assign seriousness,2010-07-26 07:58:41+00:00,Value 2
Case3840,Take in charge ticket,2010-07-26 13:04:04+00:00,Value 2
Case3840,Resolve ticket,2010-07-26 13:05:43+00:00,Value 2
Case3840,Closed,2010-09-17 08:00:57+00:00,Value 5
Case3841,Assign seriousness,2011-01-03 08:22:59+00:00,Value 8
Case3841,Assign seriousness,2011-01-10 10:35:25+00:00,Value 2
Case3841,Take in charge ticket,2011-01-10 10:35:33+00:00,Value 2
Case3841,Wait,2011-01-11 11:16:12+00:00,Value 9
Case3841,Take in charge ticket,2011-01-25 13:31:30+00:00,Value 9
Case3841,Resolve ticket,2011-01-25 13:31:38+00:00,Value 9
Case3841,Closed,2011-02-09 13:31:50+00:00,Value 5
Case3842,Assign seriousness,2012-03-16 16:23:26+00:00,Value 1
Case3842,Take in charge ticket,2012-03-16 16:28:48+00:00,Value 13
Case3842,Resolve ticket,2012-03-20 11:42:43+00:00,Value 13
Case3842,Closed,2012-05-03 15:30:32+00:00,Value 5
Case3843,Assign seriousness,2011-06-16 09:54:12+00:00,Value 8
Case3843,Take in charge ticket,2011-06-16 09:54:32+00:00,Value 8
Case3843,Resolve ticket,2011-06-16 09:54:43+00:00,Value 8
Case3843,Closed,2011-07-21 10:00:31+00:00,Value 5
Case3844,Assign seriousness,2012-08-02 09:04:08+00:00,Value 13
Case3844,Take in charge ticket,2012-08-02 12:49:07+00:00,Value 10
Case3844,Resolve ticket,2012-08-02 12:56:43+00:00,Value 10
Case3844,Closed,2012-09-07 09:10:30+00:00,Value 5
Case3845,Assign seriousness,2012-02-24 15:38:13+00:00,Value 1
Case3845,Take in charge ticket,2012-02-24 15:38:23+00:00,Value 1
Case3845,Resolve ticket,2012-03-01 12:06:30+00:00,Value 13
Case3845,Resolve ticket,2012-03-01 12:06:31+00:00,Value 13
Case3845,Closed,2012-03-28 14:40:22+00:00,Value 5
Case3846,Assign seriousness,2011-12-19 16:53:57+00:00,Value 1
Case3846,Take in charge ticket,2011-12-20 14:48:13+00:00,Value 2
Case3846,Wait,2011-12-20 16:28:54+00:00,Value 2
Case3846,Resolve ticket,2012-01-10 11:08:29+00:00,Value 2
Case3846,Closed,2012-01-25 11:08:45+00:00,Value 5
Case3847,Assign seriousness,2012-05-21 13:56:44+00:00,Value 4
Case3847,Take in charge ticket,2012-05-22 09:49:04+00:00,Value 9
Case3847,Wait,2012-05-22 14:46:51+00:00,Value 9
Case3847,Resolve ticket,2012-05-23 08:10:52+00:00,Value 9
Case3847,Closed,2012-06-29 07:30:36+00:00,Value 5
Case3848,Assign seriousness,2011-06-01 14:08:40+00:00,Value 8
Case3848,Take in charge ticket,2011-06-01 14:09:03+00:00,Value 8
Case3848,Wait,2011-06-01 14:40:09+00:00,Value 8
Case3848,Take in charge ticket,2011-06-15 08:36:55+00:00,Value 8
Case3848,Resolve ticket,2011-06-15 08:37:03+00:00,Value 8
Case3848,Closed,2011-07-15 08:37:18+00:00,Value 5
Case3849,Assign seriousness,2010-02-09 16:10:28+00:00,Value 2
Case3849,Take in charge ticket,2010-03-19 08:41:33+00:00,Value 2
Case3849,Resolve ticket,2010-03-19 08:41:38+00:00,Value 2
Case3849,Resolve ticket,2010-03-19 08:51:04+00:00,Value 2
Case3849,Closed,2010-04-03 07:51:11+00:00,Value 5
Case3850,Assign seriousness,2010-05-26 15:06:56+00:00,Value 15
Case3850,Take in charge ticket,2010-05-27 12:39:45+00:00,Value 2
Case3850,Resolve ticket,2010-05-28 08:16:23+00:00,Value 2
Case3850,Closed,2010-06-29 15:11:12+00:00,Value 5
Case3851,Assign seriousness,2011-08-23 07:51:12+00:00,Value 13
Case3851,Take in charge ticket,2011-08-24 13:58:37+00:00,Value 13
Case3851,Resolve ticket,2011-08-26 09:28:47+00:00,Value 13
Case3851,Closed,2011-10-05 08:00:29+00:00,Value 5
Case3852,Assign seriousness,2010-04-23 09:31:20+00:00,Value 2
Case3852,Take in charge ticket,2010-05-17 14:39:38+00:00,Value 2
Case3852,Resolve ticket,2010-05-17 14:40:59+00:00,Value 2
Case3852,Closed,2010-06-16 14:41:29+00:00,Value 5
Case3853,Assign seriousness,2012-01-18 10:25:49+00:00,Value 1
Case3853,Take in charge ticket,2012-01-19 08:02:17+00:00,Value 6
Case3853,Resolve ticket,2012-01-19 08:06:35+00:00,Value 6
Case3853,Closed,2012-03-17 10:31:00+00:00,Value 5
Case3854,Assign seriousness,2012-06-08 07:35:33+00:00,Value 1
Case3854,Resolve ticket,2012-06-08 10:31:08+00:00,Value 1
Case3854,Closed,2012-07-13 07:41:19+00:00,Value 5
Case3855,Assign seriousness,2011-03-21 08:31:31+00:00,Value 8
Case3855,Take in charge ticket,2011-03-22 15:40:35+00:00,Value 17
Case3855,Resolve ticket,2011-03-24 15:23:05+00:00,Value 17
Case3855,Closed,2011-04-27 07:41:50+00:00,Value 5
Case3856,Insert ticket,2010-09-03 09:11:07+00:00,Value 7
Case3856,Assign seriousness,2010-09-03 12:30:50+00:00,Value 2
Case3856,Take in charge ticket,2010-09-13 13:14:24+00:00,Value 2
Case3856,Resolve ticket,2010-09-13 13:15:01+00:00,Value 2
Case3856,Closed,2010-10-28 13:15:33+00:00,Value 5
Case3857,Assign seriousness,2013-11-12 08:34:25+00:00,Value 1
Case3857,Take in charge ticket,2013-11-13 13:25:58+00:00,Value 2
Case3857,Wait,2013-11-13 13:28:39+00:00,Value 2
Case3857,Resolve ticket,2013-12-19 10:08:02+00:00,Value 2
Case3857,Closed,2014-01-03 10:08:18+00:00,Value 3
Case3858,Assign seriousness,2010-09-16 16:34:59+00:00,Value 14
Case3858,Take in charge ticket,2010-09-16 16:35:12+00:00,Value 14
Case3858,Resolve ticket,2010-09-16 16:35:25+00:00,Value 14
Case3858,Closed,2010-10-30 16:00:56+00:00,Value 5
Case3859,Assign seriousness,2012-05-22 09:47:19+00:00,Value 4
Case3859,Take in charge ticket,2012-05-22 14:20:17+00:00,Value 4
Case3859,Resolve ticket,2012-05-23 12:08:01+00:00,Value 4
Case3859,Closed,2012-07-05 09:51:27+00:00,Value 5
Case3860,Take in charge ticket,2011-12-19 08:27:50+00:00,Value 2
Case3860,Resolve ticket,2011-12-19 08:36:01+00:00,Value 2
Case3860,Closed,2012-02-01 14:41:03+00:00,Value 5
Case3861,Assign seriousness,2012-01-19 09:59:45+00:00,Value 9
Case3861,Take in charge ticket,2012-01-19 10:39:09+00:00,Value 9
Case3861,Wait,2012-01-26 16:35:54+00:00,Value 9
Case3861,Resolve ticket,2012-01-26 16:45:03+00:00,Value 9
Case3861,Closed,2012-02-21 10:10:44+00:00,Value 5
Case3862,Assign seriousness,2012-07-09 09:04:31+00:00,Value 1
Case3862,Take in charge ticket,2012-07-09 09:04:40+00:00,Value 1
Case3862,Resolve ticket,2012-07-10 08:59:17+00:00,Value 1
Case3862,Closed,2012-08-09 09:10:18+00:00,Value 5
Case3863,Assign seriousness,2010-04-26 10:44:47+00:00,Value 2
Case3863,Take in charge ticket,2010-04-26 10:45:07+00:00,Value 2
Case3863,Resolve ticket,2010-04-26 10:45:13+00:00,Value 2
Case3863,Closed,2010-05-27 10:50:30+00:00,Value 5
Case3864,Assign seriousness,2012-08-31 15:10:58+00:00,Value 2
Case3864,Take in charge ticket,2012-10-01 10:53:35+00:00,Value 13
Case3864,Resolve ticket,2012-10-12 15:00:16+00:00,Value 13
Case3864,Closed,2012-10-27 15:00:32+00:00,Value 3
Case3865,Assign seriousness,2012-10-22 15:50:53+00:00,Value 4
Case3865,Take in charge ticket,2012-10-26 09:15:51+00:00,Value 2
Case3865,Require upgrade,2012-10-30 08:13:19+00:00,Value 2
Case3865,Resolve ticket,2012-11-30 09:12:33+00:00,Value 2
Case3865,Closed,2012-12-15 09:12:55+00:00,Value 3
Case3866,Assign seriousness,2010-04-01 09:18:25+00:00,Value 2
Case3866,Take in charge ticket,2010-04-02 08:04:00+00:00,Value 11
Case3866,Resolve ticket,2010-04-02 08:04:25+00:00,Value 11
Case3866,Closed,2010-05-30 09:21:41+00:00,Value 5
Case3867,Assign seriousness,2011-11-07 09:25:24+00:00,Value 9
Case3867,Take in charge ticket,2011-11-07 09:25:36+00:00,Value 9
Case3867,Wait,2011-11-07 14:47:34+00:00,Value 9
Case3867,Resolve ticket,2011-11-08 09:55:12+00:00,Value 9
Case3867,Closed,2011-12-15 14:40:21+00:00,Value 5
Case3868,Assign seriousness,2011-01-26 09:03:30+00:00,Value 8
Case3868,Take in charge ticket,2011-02-04 09:01:42+00:00,Value 9
Case3868,Resolve ticket,2011-02-04 16:02:24+00:00,Value 9
Case3868,Closed,2011-03-11 09:10:26+00:00,Value 5
Case3869,Assign seriousness,2012-05-22 15:08:58+00:00,Value 4
Case3869,Take in charge ticket,2012-05-24 09:58:24+00:00,Value 9
Case3869,Wait,2012-05-24 13:01:50+00:00,Value 9
Case3869,Resolve ticket,2012-05-25 08:11:48+00:00,Value 9
Case3869,Closed,2012-06-30 10:21:16+00:00,Value 5
Case3870,Assign seriousness,2012-07-27 13:12:28+00:00,Value 1
Case3870,Resolve ticket,2012-08-03 09:48:32+00:00,Value 1
Case3870,Closed,2012-09-09 13:20:32+00:00,Value 5
Case3871,Assign seriousness,2012-01-12 11:57:34+00:00,Value 1
Case3871,Take in charge ticket,2012-01-16 08:07:30+00:00,Value 2
Case3871,Resolve ticket,2012-01-17 14:27:07+00:00,Value 10
Case3871,Closed,2012-02-14 12:00:39+00:00,Value 5
Case3872,Assign seriousness,2011-04-21 10:16:26+00:00,Value 8
Case3872,Take in charge ticket,2011-04-21 10:17:01+00:00,Value 8
Case3872,Resolve ticket,2011-04-28 09:01:28+00:00,Value 9
Case3872,Closed,2011-05-29 10:20:29+00:00,Value 5
Case3873,Assign seriousness,2011-03-01 08:57:22+00:00,Value 8
Case3873,Take in charge ticket,2011-03-01 08:58:07+00:00,Value 8
Case3873,Wait,2011-03-01 16:30:43+00:00,Value 2
Case3873,Take in charge ticket,2011-03-02 08:50:03+00:00,Value 2
Case3873,Resolve ticket,2011-03-02 10:22:51+00:00,Value 2
Case3873,Closed,2011-04-03 07:03:44+00:00,Value 5
Case3874,Assign seriousness,2010-12-23 14:21:43+00:00,Value 8
Case3874,Assign seriousness,2010-12-23 15:27:57+00:00,Value 8
Case3874,Take in charge ticket,2010-12-28 08:53:07+00:00,Value 14
Case3874,Resolve ticket,2011-01-18 11:20:50+00:00,Value 14
Case3874,Closed,2011-02-02 11:21:02+00:00,Value 5
Case3875,Assign seriousness,2011-10-12 12:43:16+00:00,Value 1
Case3875,Take in charge ticket,2011-10-18 12:55:41+00:00,Value 9
Case3875,Wait,2011-10-28 07:31:53+00:00,Value 9
Case3875,Resolve ticket,2011-10-28 08:38:22+00:00,Value 9
Case3875,Closed,2011-11-12 14:50:56+00:00,Value 5
Case3876,Assign seriousness,2010-03-08 10:18:30+00:00,Value 2
Case3876,Take in charge ticket,2010-03-08 11:31:55+00:00,Value 2
Case3876,Resolve ticket,2010-03-08 11:32:00+00:00,Value 2
Case3876,Closed,2010-04-21 09:20:32+00:00,Value 5
Case3877,Assign seriousness,2013-08-01 12:28:50+00:00,Value 14
Case3877,Take in charge ticket,2013-08-06 12:55:10+00:00,Value 9
Case3877,Wait,2013-08-16 09:13:47+00:00,Value 9
Case3877,Resolve ticket,2013-08-19 09:22:23+00:00,Value 9
Case3877,Closed,2013-09-03 09:22:33+00:00,Value 3
Case3878,Assign seriousness,2012-04-02 10:52:27+00:00,Value 1
Case3878,Take in charge ticket,2012-04-03 10:13:23+00:00,Value 9
Case3878,Resolve ticket,2012-04-03 10:19:27+00:00,Value 9
Case3878,Closed,2012-05-03 11:00:21+00:00,Value 5
Case3879,Assign seriousness,2012-01-18 15:13:24+00:00,Value 1
Case3879,Take in charge ticket,2012-01-18 16:21:46+00:00,Value 9
Case3879,Resolve ticket,2012-01-19 15:15:13+00:00,Value 9
Case3879,Closed,2012-02-25 15:20:34+00:00,Value 5
Case3880,Assign seriousness,2012-08-02 08:20:16+00:00,Value 1
Case3880,Resolve ticket,2012-08-02 08:21:18+00:00,Value 1
Case3880,Closed,2012-09-09 08:30:32+00:00,Value 5
Case3881,Assign seriousness,2011-05-25 15:35:24+00:00,Value 8
Case3881,Take in charge ticket,2011-05-26 08:43:34+00:00,Value 8
Case3881,Wait,2011-05-27 12:42:26+00:00,Value 9
Case3881,Take in charge ticket,2011-06-10 09:50:35+00:00,Value 9
Case3881,Resolve ticket,2011-06-10 11:06:19+00:00,Value 9
Case3881,Closed,2011-07-09 13:50:23+00:00,Value 5
Case3882,Assign seriousness,2011-11-09 10:13:25+00:00,Value 4
Case3882,Take in charge ticket,2011-11-09 13:10:43+00:00,Value 6
Case3882,Resolve ticket,2011-11-09 13:51:06+00:00,Value 6
Case3882,Closed,2011-12-23 10:20:25+00:00,Value 5
Case3883,Insert ticket,2010-03-17 09:03:18+00:00,Value 11
Case3883,Assign seriousness,2010-03-17 09:04:13+00:00,Value 11
Case3883,Take in charge ticket,2010-03-17 09:04:20+00:00,Value 11
Case3883,Resolve ticket,2010-03-17 09:09:08+00:00,Value 11
Case3883,Closed,2010-04-30 08:10:20+00:00,Value 5
Case3884,Assign seriousness,2013-10-25 15:48:16+00:00,Value 9
Case3884,Take in charge ticket,2013-10-29 15:20:41+00:00,Value 14
Case3884,Wait,2013-10-31 13:28:30+00:00,Value 20
Case3884,Take in charge ticket,2013-11-05 08:14:09+00:00,Value 2
Case3884,Resolve ticket,2013-11-14 15:08:11+00:00,Value 1
Case3884,Closed,2013-11-29 15:08:31+00:00,Value 3
Case3885,Assign seriousness,2012-07-31 09:17:45+00:00,Value 13
Case3885,Take in charge ticket,2012-07-31 09:17:56+00:00,Value 13
Case3885,Resolve ticket,2012-07-31 09:18:20+00:00,Value 13
Case3885,Closed,2012-09-06 09:20:23+00:00,Value 5
Case3886,Insert ticket,2010-04-30 06:53:24+00:00,Value 15
Case3886,Assign seriousness,2010-04-30 06:53:59+00:00,Value 15
Case3886,Assign seriousness,2010-05-17 12:32:02+00:00,Value 2
Case3886,Assign seriousness,2010-06-09 15:52:55+00:00,Value 2
Case3886,Take in charge ticket,2010-06-09 15:53:04+00:00,Value 2
Case3886,Resolve ticket,2010-06-09 15:53:17+00:00,Value 2
Case3886,Closed,2010-06-24 15:53:37+00:00,Value 5
Case3887,Assign seriousness,2010-10-04 13:11:27+00:00,Value 2
Case3887,Assign seriousness,2010-10-04 13:12:23+00:00,Value 2
Case3887,Take in charge ticket,2010-10-04 13:12:53+00:00,Value 2
Case3887,Resolve ticket,2010-10-21 13:58:22+00:00,Value 6
Case3887,Closed,2010-11-20 14:58:45+00:00,Value 5
Case3888,Assign seriousness,2013-06-18 07:29:01+00:00,Value 14
Case3888,Resolve ticket,2013-07-29 07:53:18+00:00,Value 16
Case3888,Closed,2013-08-13 07:53:30+00:00,Value 3
Case3889,Assign seriousness,2012-04-12 10:26:08+00:00,Value 1
Case3889,Take in charge ticket,2012-04-17 12:54:35+00:00,Value 2
Case3889,Resolve ticket,2012-04-19 13:58:04+00:00,Value 2
Case3889,Closed,2012-05-15 10:30:12+00:00,Value 5
Case3890,Assign seriousness,2013-11-14 16:17:57+00:00,Value 14
Case3890,Take in charge ticket,2013-11-27 10:50:44+00:00,Value 9
Case3890,Wait,2013-11-29 15:16:42+00:00,Value 9
Case3890,Resolve ticket,2013-12-02 13:48:50+00:00,Value 9
Case3890,Closed,2013-12-17 13:49:10+00:00,Value 3
Case3891,Assign seriousness,2012-07-26 10:44:23+00:00,Value 1
Case3891,Take in charge ticket,2012-07-26 11:28:24+00:00,Value 10
Case3891,Resolve ticket,2012-07-26 11:29:03+00:00,Value 10
Case3891,Closed,2012-09-02 10:50:17+00:00,Value 5
Case3892,Assign seriousness,2011-01-18 09:52:17+00:00,Value 2
Case3892,Take in charge ticket,2011-01-18 16:49:03+00:00,Value 2
Case3892,Resolve ticket,2011-01-20 14:46:44+00:00,Value 2
Case3892,Closed,2011-02-18 10:00:28+00:00,Value 5
Case3893,Assign seriousness,2010-05-04 07:47:33+00:00,Value 2
Case3893,Take in charge ticket,2010-05-21 07:02:59+00:00,Value 2
Case3893,Wait,2010-05-21 07:18:03+00:00,Value 2
Case3893,Take in charge ticket,2010-05-21 14:04:34+00:00,Value 2
Case3893,Resolve ticket,2010-05-21 14:46:05+00:00,Value 2
Case3893,Closed,2010-06-20 14:46:31+00:00,Value 5
Case3894,Assign seriousness,2011-12-28 16:02:07+00:00,Value 1
Case3894,Take in charge ticket,2012-01-09 16:41:04+00:00,Value 2
Case3894,Resolve ticket,2012-01-17 16:29:59+00:00,Value 2
Case3894,Closed,2012-02-16 16:30:20+00:00,Value 5
Case3895,Assign seriousness,2011-09-16 14:58:43+00:00,Value 1
Case3895,Take in charge ticket,2011-09-23 13:27:02+00:00,Value 9
Case3895,Wait,2011-09-23 14:02:48+00:00,Value 9
Case3895,Resolve ticket,2011-09-27 15:47:03+00:00,Value 9
Case3895,Closed,2011-10-29 07:50:35+00:00,Value 5
Case3896,Assign seriousness,2013-09-11 13:04:49+00:00,Value 1
Case3896,Take in charge ticket,2013-09-17 10:30:20+00:00,Value 9
Case3896,Wait,2013-09-17 13:56:27+00:00,Value 9
Case3896,Resolve ticket,2013-09-27 13:19:31+00:00,Value 9
Case3896,Closed,2013-10-12 13:19:52+00:00,Value 3
Case3897,Assign seriousness,2012-06-20 12:37:25+00:00,Value 1
Case3897,Take in charge ticket,2012-06-20 12:38:31+00:00,Value 1
Case3897,Require upgrade,2012-06-25 12:40:49+00:00,Value 1
Case3897,Create SW anomaly,2012-06-29 10:04:28+00:00,Value 1
Case3897,Resolve ticket,2012-07-03 15:15:58+00:00,Value 1
Case3897,RESOLVED,2012-07-03 17:18:50+00:00,Value 1
Case3897,INVALID,2012-07-03 17:18:50+00:00,Value 1
Case3897,VERIFIED,2012-07-03 17:25:15+00:00,Value 22
Case3897,Closed,2012-07-26 07:50:23+00:00,Value 5
Case3898,Assign seriousness,2012-08-03 12:39:45+00:00,Value 1
Case3898,Take in charge ticket,2012-08-03 12:39:52+00:00,Value 1
Case3898,Resolve ticket,2012-08-03 15:41:26+00:00,Value 1
Case3898,Closed,2012-09-08 12:41:11+00:00,Value 5
Case3899,Assign seriousness,2013-03-26 17:13:02+00:00,Value 9
Case3899,Take in charge ticket,2013-04-09 09:10:50+00:00,Value 2
Case3899,Wait,2013-04-11 12:40:30+00:00,Value 4
Case3899,Resolve ticket,2013-05-06 07:52:50+00:00,Value 4
Case3899,Closed,2013-05-21 07:53:06+00:00,Value 3
Case3900,Assign seriousness,2012-06-06 09:28:22+00:00,Value 2
Case3900,Take in charge ticket,2012-06-07 07:33:24+00:00,Value 4
Case3900,Resolve ticket,2012-06-07 07:39:48+00:00,Value 4
Case3900,Closed,2012-07-14 09:30:48+00:00,Value 5
Case3901,Insert ticket,2011-02-14 14:16:18+00:00,Value 8
Case3901,Assign seriousness,2011-02-14 14:19:38+00:00,Value 8
Case3901,Take in charge ticket,2011-02-14 14:20:24+00:00,Value 8
Case3901,Resolve ticket,2011-02-14 14:20:32+00:00,Value 8
Case3901,Closed,2011-04-15 13:21:18+00:00,Value 5
